RR,DG,RG,GD,CS,DD,RD,NG,GN,GT,AV,IC,GE,PD,DC,GK,KG,DE,RY,CE,DR,NY,QG,CD,AY,GR,AD,YA,EC,GS,RA,EG,RK,NC,CK,VD,VR,class
1.000880990560068,0.7298437885310917,2.340502006832935,0.6529159812559677,0.2804213412355357,2.4226832723596945,0.6095569414897465,0.6084030334182245,0.4037363075018073,0.6666082201593097,1.5358140135759926,0.11900741881234812,0.6107843636131122,0.7795853334006284,0.3455522880612575,1.2721755578722145,1.3643965381097252,0.5297629249220612,0.5134285043535055,0.15378364868993186,0.7897218572966993,0.3482131841503809,0.9515048354225352,0.33173715833081785,0.4691827760220512,0.7083879590756057,1.6348538742608223,0.9431933987335578,0.14572355286237987,0.8070459161150221,0.9324053267681139,1.1102700064345112,1.4216760915250424,0.4458858844507027,0.18909184835977808,0.5679377342856082,0.988743696790068,1
3.1127809726540883,1.5211389854715889,6.36887286986148,1.817829430869877,1.8269499035803511,3.8172424606594606,4.273879545341308,5.010776895369582,1.7612345088206216,5.625828890278973,5.782470357366033,1.2577215618181117,5.531869620068572,4.150715497466749,2.1856526435252395,4.191645570525782,3.80118933645812,10.248912823121142,0.2396180807017144,1.1798268022497609,5.026517045447799,2.5266078464404993,3.970298979278301,3.3371378306987296,1.9823708036365904,2.211096968253061,6.036016602255009,2.5122420671841685,1.5488853822394846,7.837102304117815,7.965287624765062,6.419175028711664,6.301187690678294,0.6306881678908596,1.1790044236485346,4.259842938609993,7.0573730167939175,1
1.9056937747212401,2.578480140780541,1.021463932695543,2.1441817051658645,0.4142222853290014,1.6499913186927329,4.782714298075003,4.214660804311965,0.8693170383732326,1.5713190687120648,3.7264314195951154,0.07291489354588457,7.660207773032884,2.201207760065364,0.44726239117778976,1.6842333821077822,1.2247535402833702,4.763010503609863,1.2241494884924586,0.3664058318765495,3.276470904995834,0.12127672167634634,3.581253600573746,0.1938105934927178,1.0638065748534962,1.7197460335813102,3.8204307957110513,0.9848485671263838,0.4405720314846055,2.577876902499831,5.098713908332881,3.1041517716006286,2.451697527882025,0.19100920811997768,0.10776897973225542,1.745477145929666,2.3325711569560434,1
1.9838914261204112,1.2272417908385334,1.9044469944992215,1.6301642290817813,0.2984342973453109,2.2237886436587586,1.2296939038088983,1.4054538470805156,1.6839796848574844,0.6403626183700141,1.884122508701512,0.14572157088111148,2.4070896798381005,1.2403122799333075,0.08984885645959284,1.9888969970947448,1.4245632039923328,3.09727125593944,0.11680432484874292,0.4573345328630197,1.0774492034847765,0.8974499063241526,1.7177655420709823,0.10726824207592403,0.32383444313763066,1.8721032894935676,2.3090220579289693,0.10784126464162913,0.3069633811755044,1.0620781527669287,1.3523593565531349,2.522350856274297,1.4466535364895927,0.20765673946713475,0.1973064098072139,1.2281716450951552,1.0807190047433175,1
1.9806516895436599,3.1162835946943166,1.9841308684118424,2.980131340389088,0.654347737122443,3.3612533988782243,3.4981928904398827,2.9205021334575694,2.3172088762352225,2.756012781445376,4.037074770886034,0.8271555388384976,3.634805272952869,2.7035854323792377,0.7831443473677321,3.7857698828242277,2.7190463782548404,3.661662976385261,0.7691636933872095,0.4585256764838122,2.083021985191887,0.7235346230744547,1.7775098678649126,0.1990813254758327,0.6443365403842355,1.6636308430110591,2.916784832949522,0.5398964085837696,0.4723629328599355,5.0073245541808316,3.900837988494699,2.206065769971625,2.868680995556647,0.28159843606365537,0.5640950267027856,2.783812427155341,3.183846538047856,1
0.723490896557872,0.37514889055358747,0.5733972032701755,1.212937237196806,0.5795690241342135,0.5866681184565214,0.3805982392965975,0.4657003350824627,0.2891969541703853,0.614032967449345,1.7939664005261897,0.870597074716116,0.6368335037159251,0.3654504834708147,0.07816062907850635,0.6016072082168252,0.6798176975762096,1.0280050047550309,0.25039892464095914,0.13452553245776375,0.4330034481114233,0.18251948766824969,0.514323234724845,0.11582358839903982,0.33176110659317337,0.9049703740589904,0.4429173072341465,0.3467036504176507,0.1451852100080519,1.2591852869564168,1.2861262155679918,1.2663891409520134,0.8775057803689605,0.0740508104868421,0.3153532747299341,0.30401508173146485,0.8300703126796827,1
0.8521022717110585,1.1919715633125072,1.016159350038785,0.5440186638029171,0.5329456835713522,1.1130664437341622,0.4621051740056846,0.2934270350910881,0.3330280055784408,0.32392159365399065,0.6394899705010603,0.3721201110561115,0.6651657405864361,0.1196531764645671,0.011463953118000877,0.4782394524230309,0.1137106740902305,1.2557887085754456,0.25437685378497177,0.4480526672227775,0.4300251146332552,0.32120524013651874,0.2428072486297897,0.3628159886199736,0.5838156176590114,0.6788308803965559,0.5980061584082501,1.2001004940160052,0.03512162742084532,0.41664370625170905,0.7269761722986035,0.22004951747201693,1.512210337172536,0.0044198415759943354,0.07316238234588977,0.4902612637306607,0.6125608812827835,1
0.6580951211567667,1.3404310272799838,0.227959900678612,0.7634974048490883,0.06671779869997435,0.4187447982519888,0.4557930475516738,0.4351838407397912,0.5333286184639534,0.7113942140917667,1.1063987618608628,0.09898413717236487,0.9152440816724082,0.6639890928300091,0.06009372673741562,0.9627692572192944,0.5087597784757987,0.7794525040711404,0.383403344170996,0.0428954336630688,0.5564880978270899,0.08528781590364473,0.3837055361971772,0.01778666572867043,0.4297601908114783,0.4800764266564865,0.5666046142040682,0.19644531504601906,0.8673996302137391,0.40412054919433416,0.4776657505545321,1.0017439467156477,0.15101460657699428,0.014271092593991546,0.0040888993725365355,0.6966026615137678,1.4440529418831558,1
0.3184500022962221,0.2344252541238309,0.5971999923349668,0.23451295518973755,0.12504284375363842,0.4468888323917,0.355730240939517,0.20209862149456465,0.5676440424395672,0.7337497317680955,0.7182107417263921,1.0069301593474915,2.73886145080134,0.989962743257454,0.01630761076107611,0.6300818917046423,0.2837959956157016,0.6746383244848113,0.5240030107363366,0.07468458357278167,0.1979213908554501,1.2376241353046316,0.7215226902208512,0.012199189457185258,0.1830068781179033,0.8906939376870093,0.14074641125939003,0.4377704709750828,0.08023502086271084,1.0576043561291415,0.5132701464745171,0.8323019449582758,0.4813081489382428,0.017899842090729118,0.040393567654234366,0.4522313672494313,0.8111561072520197,1
1.1065136329143836,0.3440417927039192,0.7659912585264186,0.5558465636494295,0.07912919752036446,0.3779603883527841,0.8654411427880305,0.4452227034199339,0.6955140708016929,0.6527051664343125,0.8108436082689323,0.5151488114911696,0.6410602211924192,0.15767740103273087,0.020855250167271033,0.8716417305275176,1.212861071053161,0.4582628923927398,0.3758845285622183,0.02007560866040593,0.2563812320362068,0.4771633386646258,0.3868738731019123,0.037457982946757416,0.6041780139415774,0.5110908038935585,0.4975616701159762,0.1407566858414857,0.034128973099215545,0.6287160018904592,0.4782596454630402,0.7892019055544569,0.8620915790359832,0.02781849622782341,0.018166459189623518,0.5845833921100534,0.4919001561797747,1
