FI,SF,NT,PT,EL,MY,SI,IL,AE,RA,EE,LE,FP,GY,EK,YF,SP,RT,VS,SG,VA,EQ,AG,GG,RS,TV,TG,TP,LA,HN,LG,KF,LS,KY,class
3.333333333333333,1.4285714285714286,0.0,0.19607843137254904,0.2901353965183752,0.0,2.380952380952381,0.7092198581560284,0.3367003367003367,0.14245014245014245,0.2066115702479339,0.0967117988394584,0.0,0.0,0.34965034965034963,0.0,0.21008403361344535,0.2564102564102564,0.0,0.0,0.1277139208173691,0.4784688995215311,0.0,0.591715976331361,0.0,1.1494252873563218,0.2564102564102564,0.19607843137254904,0.4728132387706856,0.0,0.4091653027823241,0.0,0.30395136778115506,0.0,1
0.07267441860465118,0.06710122699386503,0.045871559633027525,0.06065660777920995,0.04950801410978402,0.0,0.049935796832643736,0.041160732661041366,0.038544133032322014,0.04233341800016933,0.05868257616509365,0.04022526146419952,0.09039256198347108,0.030003000300030006,0.05263553650650425,0.04734848484848485,0.06591289357602799,0.0690539607378909,0.052089362194698466,0.06681649760068031,0.05199821720398158,0.10834236186348864,0.08575660715677867,0.049014802470346036,0.059370670888581036,0.017310022503029255,0.03633390862021982,0.07582075972401242,0.07664971082154554,0.061728395061728385,0.05257162884430036,0.05040322580645161,0.0407188229545578,0.06516780710329098,1
0.0,0.0,0.3306878306878307,0.22148394241417496,0.1072769533345253,0.0,0.09191176470588236,0.24715768660405335,0.0829938131884714,0.07939028262940616,0.08550877722448569,0.05363847666726265,0.0,0.0,0.14930944382232175,0.0,0.036337209302325583,0.07107320540156363,0.0744047619047619,0.0,0.12664640324214793,0.10764944275582572,0.10855405992184107,0.12494793835901707,0.09328358208955224,0.0,0.2915451895043732,0.05537098560354374,0.05363847666726265,0.15432098765432098,0.017149717029669012,0.0,0.07878151260504201,0.2506265664160401,1
1.0989010989010992,0.6802721088435374,0.2958579881656805,0.0,0.11337868480725626,0.0,0.0,0.0,0.08503401360544217,0.4032258064516129,0.4997917534360683,0.2267573696145125,0.0,0.7142857142857143,0.3710575139146568,0.0,0.8928571428571429,0.0,0.3284072249589491,0.0,0.14367816091954022,0.2373042240151875,0.5952380952380952,0.3826530612244898,0.15360983102918588,0.0,0.0,0.0,0.11574074074074076,0.0,0.0992063492063492,0.6493506493506493,0.13227513227513227,0.0,1
0.12121212121212123,0.04967709885742673,0.0,0.2267573696145125,0.021949078138718173,0.0,0.06557377049180327,0.35294117647058826,0.020729684908789386,0.1182033096926714,0.1559367342392515,0.15364354697102722,0.0962000962000962,0.1488095238095238,0.2540489044140997,0.0,0.078064012490242,0.20263424518743667,0.18915510718789408,0.117096018735363,0.21367521367521367,0.255863539445629,0.1984126984126984,0.06377551020408162,0.10463899546564354,0.18315018315018314,0.04251700680272109,0.11337868480725626,0.06127450980392156,0.0,0.07878151260504201,0.2578981302385558,0.07232401157184185,0.1773049645390071,1
0.6048387096774194,0.3121748178980229,1.7543859649122806,0.7518796992481203,0.2631578947368421,0.0,0.20161290322580644,0.16447368421052633,0.0,0.0,0.4444444444444444,0.2631578947368421,0.4608294930875576,0.4310344827586207,0.0,0.0,0.4608294930875576,1.1278195488721805,0.4207573632538569,0.3337041156840934,0.7496251874062968,0.6666666666666666,0.7134363852556479,0.0,0.4608294930875576,0.6864988558352403,0.0,0.0,0.18148820326678766,0.0,0.4537205081669691,0.8064516129032258,0.21222410865874364,0.0,1
2.727272727272727,0.6666666666666666,1.4285714285714286,2.0,0.0,4.761904761904762,0.0,0.7575757575757576,0.6802721088435374,0.4329004329004329,0.0,0.5952380952380952,0.0,0.0,0.5494505494505495,0.0,0.0,0.0,0.5128205128205128,0.0,0.3663003663003663,0.9523809523809524,0.0,0.0,0.6060606060606061,0.0,1.4285714285714286,2.0,1.1904761904761905,0.0,0.0,0.7692307692307693,1.1111111111111112,0.0,1
0.6410256410256411,0.0,1.020408163265306,0.0,0.9375,1.2987012987012987,0.0,0.0,0.5882352941176471,0.7352941176470589,0.5,0.0,0.0,1.0989010989010992,0.5,2.1978021978021984,3.703703703703704,0.0,0.6535947712418301,0.0,1.038062283737024,0.0,1.3574660633484164,1.183431952662722,0.0,0.8403361344537815,0.5494505494505495,0.0,0.7352941176470589,2.8571428571428568,0.0,0.7692307692307693,0.6944444444444444,0.0,1
0.8333333333333334,1.818181818181818,0.0,1.020408163265306,0.3367003367003367,0.0,0.0,0.308641975308642,0.0,0.0,0.2066115702479339,0.0,0.0,0.8928571428571429,1.3636363636363635,0.0,0.0,1.1904761904761905,0.5347593582887701,1.1363636363636365,0.9803921568627452,1.0695187165775402,1.0416666666666667,0.390625,1.0101010101010102,1.2605042016806722,0.8928571428571429,1.020408163265306,0.308641975308642,0.0,0.6944444444444444,1.0,0.3367003367003367,1.4285714285714286,1
0.5494505494505495,0.0,0.0,0.0,0.18796992481203006,0.0,1.0256410256410255,0.8241758241758241,0.8097165991902834,1.0989010989010992,0.554016620498615,0.5639097744360902,0.8928571428571429,0.9523809523809524,0.986842105263158,2.0408163265306123,0.8333333333333334,0.0,2.0,1.7777777777777777,0.7692307692307693,1.7543859649122806,0.0,0.4444444444444444,0.0,1.0,0.6666666666666666,1.25,0.5494505494505495,4.0,0.4761904761904762,0.0,0.4761904761904762,0.0,1
0.04519774011299435,0.02438726984514084,0.0866738894907909,0.0926612305411416,0.0784313725490196,0.1976284584980237,0.02877697841726619,0.04357298474945534,0.10989010989010987,0.05404431633939831,0.06,0.0915032679738562,0.04460303300624442,0.06489292667099286,0.045977011494252866,0.1105379513633014,0.10412722453616056,0.06926806742091897,0.07735746886361879,0.042950714055621175,0.04726456339359565,0.11688311688311688,0.016401508938822373,0.13366005791935842,0.047175374454534735,0.03028926245645918,0.02102165230187093,0.07412898443291327,0.08618832148243913,0.1282051282051282,0.0780411667154424,0.01948178453146308,0.09874453378473692,0.0,1
0.09375,0.037650602409638564,0.054466230936819175,0.03795066413662239,0.07902780884216805,0.0,0.024096385542168683,0.054901960784313725,0.06399879531679402,0.045004500450045004,0.043372030823056566,0.032803996123164085,0.10080645161290322,0.0,0.04110574452779776,0.0,0.1360279828993393,0.08021390374331551,0.04107338444687842,0.0519318653926049,0.045004500450045004,0.05431830526887562,0.017070672584499832,0.267538644470868,0.04791894852135816,0.053475935828877004,0.04056795131845842,0.11385199240986715,0.050475635798874006,0.05668934240362813,0.05409060175794456,0.08445945945945946,0.04488542404913773,0.03003003003003003,1
0.0,0.13368983957219252,0.5263157894736842,0.2506265664160401,0.07407407407407407,0.0,0.0,0.3864734299516908,0.25,0.4166666666666667,0.2222222222222222,0.14814814814814814,0.0,0.0,0.4,0.0,0.2801120448179272,0.43859649122807015,0.29411764705882354,0.30959752321981426,0.375,0.0,0.13157894736842105,0.13850415512465375,0.0,0.13157894736842105,0.2770083102493075,0.0,0.2222222222222222,0.7142857142857143,0.17543859649122806,0.18181818181818185,0.13071895424836602,0.3333333333333333,1
2.380952380952381,3.0303030303030303,2.8571428571428568,0.0,0.7936507936507936,0.0,0.0,0.0,4.4444444444444455,0.0,3.703703703703704,0.0,0.0,1.3888888888888888,0.0,2.7777777777777777,0.0,5.7142857142857135,0.0,0.7575757575757576,0.0,7.407407407407407,0.0,2.083333333333333,1.818181818181818,0.0,1.1904761904761905,0.0,0.0,0.0,0.0,0.0,1.2987012987012987,2.083333333333333,1
