class,GT,VF,AV,FV,TG,RR,VV,GA,VY,VA,VG,GI,YV,AY,FG,IV,GV,IG,AA,VI,TV,RY,GY,YA,AI,VT,AG,GD,KG,FA,GR,RG,GS,YR,AT,PD,MC
0.0,1.8389147818,0.4094564007,3.3408176911000003,0.5863472525,1.8336565426,2.686763673,2.1712833505,2.927323347,0.5050538478000001,3.7236838599,1.8501964555,1.0668283026,0.7915294076,0.8405196843000001,0.3348845878,1.3105798159,1.8904443878,1.5760395762,7.0823796894000015,1.4752852825,2.031027569,0.9320769593,0.4518981384,0.8159821948,1.884814181,2.0228634894,3.1501794688,2.2667584476,2.0961616708,0.7570206345999999,1.848254725,1.7234579906,3.3650057616000004,1.4538480033,3.066427084700001,1.8258448889,0.1222802202
0.0,0.8680766859,0.3120887588,1.0211043456,0.1986235306,0.6260367300999999,2.7137089859000003,0.4819025219000001,1.1154004173,0.1315294176,0.6589402261999999,0.5346758976999999,0.5600180656,0.1311983136,0.3855168059,0.2737530452,0.3891091378,1.0137526376,0.9342740174000002,1.32590788,1.3183332038,0.5431376212,0.205200836,0.28044003230000003,0.6740256467,1.0521467731,0.4563879198,0.844924924,0.5386874568999999,0.3674068887,0.2922133902,0.6961313397,0.7263613774999998,2.0508136855,0.28453331,1.1051165218,0.1480745014,0.0185188056
0.0,5.8489016227,6.6621062462000005,5.6388090475,6.6513181825,7.3181040487,3.1263378856,5.7930001231,7.604119800399999,1.0270446996,5.5709214479,9.3745374581,4.3538981169,3.676512988,2.0631173088,1.6622282485,5.2635927824,6.6292588848,2.5794276504999996,13.3852542692,4.6200756036,9.4321610563,0.2309496551,2.6598468998,2.5982008794,6.9472310521,5.911923503200001,6.9071706052,1.9794272526,4.0102841555,2.7739894432,1.9120214667,6.4491492397000005,8.2157473154,0.4970586626,6.703645366,4.2562433987,0.2039679582
0.0,0.8859435308,0.2576110178,1.0803743751,0.1427763469,0.4762004784,1.7224880393,0.35695232880000005,1.0693615471,0.10673762110000001,0.5112461770000001,0.4972341554,0.5493653232,0.3119801874,0.33137931460000003,0.4518159255,0.802838555,0.3939865461,1.0028587427,1.1301668104000002,0.9003589265,0.5338769911000001,0.2217391099,0.4567302454,0.3783142464,1.5174683559,0.3000870575,0.5663826842,0.5942216839,0.4522296722,0.2343199295,0.5885962920000001,0.8531528737,0.9047468827,0.2218949313,0.7021737975,0.1531022173,0.0025396076
0.0,0.6927048185,0.4752108528,0.8593574109,0.4551349762,0.7645625987000001,1.1156893959,1.7586067335,0.8113129906,0.3162872222,1.4050990746,0.7778529621,0.9705579443,0.2835018977,0.6701690653,0.2297660473,1.199445152,1.2613709992,0.8811392365999999,1.0387217395,0.6102263935,0.6491076793,0.3871657091,0.09104444950000001,0.1775699036,1.1895681053,1.3502109793,0.6732204762999999,0.5325790435000001,1.1604286297,1.1283690434000002,0.5477050572999999,0.7702258124,0.6862324698000001,0.089964133,0.7453415958,0.1562139875,0.16873383530000002
0.0,0.6861699272,0.5372485682,1.0360294546,0.4394705955,0.7254123295999999,0.6801829875,2.4157070321,0.4087758979,0.7330903672,1.1594782127,1.0322847132,0.4431844511,0.2838854654,0.4304641487,0.355763864,1.0726433797,0.9483556721,0.6289994527,1.0936498811,0.8495591748000001,1.2842586515,0.3601452292,0.2581617447,0.1865896665,0.6098829884,1.0853238853,0.7964653219999999,0.8452147551000001,0.5117845496999999,0.5366025172999999,0.5051222087000001,0.2209813729,0.4108948672,0.09453137310000001,0.7073195925,0.6126819564,0.1195419821
0.0,0.6629795207,0.7739234916999999,0.9217576206000002,0.7637053164,0.68395921,0.4775678776999999,0.9283307781999998,0.8999312776999999,0.3096486681,1.1200033238,1.4768812071,0.9584699593999998,0.1294476151,0.1769751339,0.5519997185000001,0.580753476,0.9292265433,1.1298006877,1.2524086574,0.8565665449999998,0.858586544,0.5606377775000001,0.3142453692,0.3419736418,0.7057854526,0.8542359161,1.3731150563999999,0.2777068318,0.34992132530000003,0.8483895456999999,0.9814042481999998,0.7522650338,0.9530831221,0.5628974,0.6043388064999999,0.6843535409,0.0355844586
0.0,1.8583215834,0.8220983234,5.3716923489,1.0975513640999999,2.3088432279,1.9625703031,3.827138453,3.1464024692999994,0.500033724,4.9999036795,3.449710853,2.7680338975000005,0.6072314601,0.9822153561000002,0.7687347205,4.4269824395,3.503962729100001,2.689538222,3.9843860655,3.1981494449000007,3.3558436272,0.6788986501000001,1.0078050131,1.1632832457,3.5441771462,3.3151174992000003,2.4651511600999996,1.970131894,1.9388053382,1.304808426,1.1788592423,2.2534698021,3.6315984433,1.3544246381,3.314621805,1.5466044212999999,0.25111936760000003
0.0,3.071755007,1.1822616939,5.2512140752,1.97845363,3.4973250143000003,3.9701083737,3.4400239816000004,3.6277361243,0.891162204,5.0658718912,2.8608497424999997,2.3048651786,0.9724262151,1.4061522852,1.3433092344,3.3210637804,2.593757056,2.6981294324,7.6819228390999985,3.4896432026,4.2521281789,1.0644463854,0.9959083533,1.3595382236000002,4.918603102900001,4.258698994,3.6497790914,2.8362160943000005,4.6145446436,1.7530451789,2.6368808720999994,2.4397990802,5.9547680484,1.1977946920000002,5.588379336999999,1.6132975575,0.2590714356
0.0,1.3023771674,0.4546035329,1.0135665567,0.653783793,1.1107310011,0.5360714932,1.4943179169999998,2.1300521785,1.5969550905,1.2230973901,1.73929673,1.5985114511,1.3639817207,0.7550502055,1.0565132121,1.4274881611,1.381092163,1.9980739225,2.0564469499,1.0082358905,1.3507980566,0.246759109,1.574991804,0.3889730931,0.7977869656999999,1.8314066941,2.4313482327000004,1.5682979215,1.3199709204,1.4065932591,1.2316873041,0.7105910256999999,2.4609734369,0.31836707,1.4036991818,1.4368649352,0.0357974705
0.0,0.5762987976999999,0.9521149368,0.2754824202,0.8401540079,0.7658122418999999,1.1067515155,0.5082787527000001,0.4706003738,0.1603468327,0.3385177322,0.3549671413,0.3795805402,0.2727874544,0.2519317975,0.1565723671,0.3023950822,0.3158706507,0.5540366977000001,0.3508382888,0.401446391,0.3051834845,0.2794191864,0.4978444578,0.1685391304,0.3580189935,0.4678594112999999,0.5933555516,0.5105122865999999,0.3262072492,0.2076550256,0.5884353864999999,0.6333333999999999,1.0022678405,0.1605881781,0.3508574601,0.08775839659999998,0.2572191574
0.0,1.1294057127,0.8701460436,1.4486714756,0.6069426986,1.0275948606999998,2.3248798506,1.5425271056,1.5380396895,1.2838946808,1.3930587531999998,1.4191797197999998,1.1055586243,0.5407525812,0.7218894803,0.9279666749,2.4743612534,1.6406009069999998,1.1380489847,2.3681051544,1.3413420268,0.9020624418,0.9456957899,1.7330926081,0.9545084777999998,1.3679484361,0.879192073,1.0502482427,1.0244538946,0.7490759502999998,2.2474651205,1.0218262151,0.5645954333,1.0233309342,0.8522625981,1.8070279945,1.5788011888999998,0.04900179
0.0,1.0677214126999999,0.5605859368999999,1.175133628,0.2698819163,0.8388684815999999,1.196601034,0.5534543823000001,1.6728271872999998,0.6131078848,0.7407802265,1.1004025337999999,1.4706061152,0.10499663,0.6039194417,0.6031280389,0.6120737673,2.416961995,1.1568004995,1.3115880078,0.5291990291,0.8338858463,0.3884584899,0.10120702,0.21356922670000003,0.8371111412999999,1.2976840315,0.9879647983,1.2048142459,1.9220986824,0.5468291520999999,1.5197258985,1.163740259,1.2799538688,1.7689718326,0.9118847905,1.0761530705,0.3823004723
0.0,1.0161713101,1.8760966311,0.8620602002999999,1.5065939344,1.0338669428,1.0938306147,1.7766195359999999,2.3368518268,0.9482223405,2.0383158216,0.9861854899,2.1471185533000003,0.7736927046,2.0138122105,1.8362926142,1.8891586565,2.6134724698,1.356068569,0.6848500573999999,1.3027887118,2.0899328186000004,0.1850909626,0.420700446,0.2124426055,2.2031927068,2.5880587416999994,2.3030819321,0.9015333894,1.1508556835,0.9848413111,0.6371450794,1.5147655338,2.2136381497,1.0158669661,0.8698877182,0.7180986798000001,0.0654769456
0.0,0.2599328586,1.9722898016,1.123539791,1.1291166023,1.1267339718,0.2502493923,0.8024411456999999,0.7666314831999999,1.1521148069,1.623814358,0.333775072,1.3029782328,1.4130044984,0.7639730901999999,0.16092386109999998,1.6773492794999998,0.4470114064,0.5210947136999999,0.557428614,0.7186162464,1.0937059155,2.116981159,0.1434360715,1.0406041253,1.8986892853,0.6094037978,1.5609833066999999,0.9219730297,0.2318873435,1.0103791457,0.09443392929999998,0.4777091587000001,0.5150447028,2.0437713133,0.7405680836,0.0753760752,0.010112194
0.0,0.5383958379000001,1.1115635092,1.8239839631,0.846715242,0.6392668691,1.1887500666,1.6885008027,1.1830460079,0.4415810871,2.1911717867,1.1921485765,0.6387747821,0.6966517763,0.4183418248,0.6629473918,1.2720394529999999,0.9902582934000002,0.5804054301,1.9487620417,0.7835043501,0.7960014715000001,0.3316924974,0.3466828701,0.3940469783,0.8230340217,0.828411248,1.4007219599,0.9671913056000002,0.4857772564999999,1.1215205489,1.1689346669,1.0797608778,0.960157606,0.3110671838,0.7867534862,0.4307267326,0.0827497144
0.0,1.0366576029,1.0391893203000002,1.3025431498,0.4051267086,0.4730024564,0.5177863100999999,1.6198987972,1.6041148943999999,0.8145932409,1.6313536791999999,0.9724224694000002,0.466350341,0.3615664298,0.4415543489,0.2038298438,0.8583097939,0.8897600602,0.4021518231,2.398954203,1.0580202961,0.2632238959,0.1094608518,0.2830732885,0.2974090006,0.5993269654,1.0747067918,1.526836523,1.8141631713,0.7656957027,1.0297110351,1.0006396555,1.7508462572,1.2886182642,0.0520988299,1.1107181487,0.3483456709,0.0380164492
0.0,0.3229371602,0.7482632701999999,0.6177355485,0.7840387584,0.5043691084,0.8342193984,0.7492418237,0.5516750044,0.4954691399000001,0.9532456492,0.478451378,0.3210314769,0.5260396993,0.5524460021,0.1520452864,0.6896795771,0.7093644218,0.32028123350000004,1.5806066257,0.8113461295,0.5712903787000001,0.2358784812,0.0861283357,1.2210811867,0.4532569209,0.7828909551,0.6292839006000001,0.6258343194,0.1148622013,0.4085524201,0.6307325607000001,0.9954290892,0.4100865452,0.8327071295999999,0.6985400739000001,0.09821588750000002,0.1208679708
0.0,2.3669906332,2.1878681265,3.6315369809,2.9267490208,1.781346295,1.0520571983000002,2.1052848486,2.6466204228,1.9715444926,3.7795839335,1.7858679989,1.4826641574,1.1053716864,0.830531162,0.7184857287,3.2417283406,2.8873399659000003,1.0190230487,4.5207664847,2.0744259157,2.2768151497,0.747148715,0.176462599,0.7770697602999999,3.8407403409,3.4992338468,2.7593151544999994,0.9609810321,2.4628472592,0.9346811588,1.0756269746,1.5328477297999998,3.7547521222,1.1662571433,3.5495546835000003,1.5103921462999998,0.0835957779
0.0,0.6204941129,1.5991635863999998,1.7710324303,2.1357195722,1.6488789677,0.7211029931999999,2.0039005644,0.9538148313000002,0.6203714435000001,1.999011207,1.4772036459,3.083864938,0.6309116607,0.3104263405,1.5871231408,1.6405030483,1.5420248682,2.2147178886,2.0106345752,1.7327492342,1.4804661471,0.2328443767,0.216039387,0.3119797509,1.8807999135,1.8512276467,1.9287217557,1.2617810481,0.615492701,1.9465195952,0.9074454041,0.5745429492999999,1.3356660612,0.2959614935,1.4862385138,0.3855314423,0.4733843327000001
0.0,1.9665358855,0.8444402831,2.3828940380999994,0.818209356,1.6847416769999999,2.4364244536,1.8017161888,2.7551428811000003,0.5406334326,2.1867282918,1.4591518059,1.3392670644,0.7930836893999998,0.8179348926999999,0.7342258936,1.3616984151,1.3975190513,1.0908455882,3.2147911117000008,1.1783750356,1.7233128288,0.7720440256,0.472840034,0.6857727634,2.1634988074,1.8578938799,2.3499476204999996,1.6535648576,2.345047988,1.2786720437,1.9272339311,2.1498372135,3.2246293478,0.8423331194,2.4112310958,1.2557204125,0.4752598667000001
0.0,0.8406514212,0.1905731779,1.6180291409999998,0.4329604813,0.9298828134000002,1.6999080331,0.7518082565,1.1380273751,0.09715792230000002,1.4385755485,0.7732608794,0.3848869899,0.1409892108,0.30611663640000003,0.1441120961,0.5925146222,0.4717932788999999,0.9386614355,3.0836133352,0.8736931406999999,1.0990592961,0.3562377716,0.148129914,0.2499015789,1.2533137743,1.3860769316,1.8978990402,1.0998349495,1.3328231366,0.4108727047,0.8594893292,0.9956220793999998,1.3401690218,0.378261802,2.1643378465,0.7608606825,0.0155870787
0.0,0.7051217804000001,0.8705759957,0.9243939095,0.4935117298,0.9374425111,1.1186407953,1.0539348295,0.6581316804999999,0.2218348241,0.7829800615000001,0.9048006638,0.3805214761,0.214269257,0.2457299054,0.299738901,0.6242792721,0.7341711115999999,0.4558456227,0.8858115285,0.7792246898,0.8247357692,0.2344607799,0.1925351988,0.15292280119999999,0.6292345429999999,0.6958390227,0.6884959353,0.3638785164,0.2683511193,0.3501914886,0.7895722591,0.6873997216,0.7802786002,0.1640994612,0.6378528799000001,0.7817141804999999,0.1190889128
0.0,0.6192218769,0.145429599,0.9313960477,0.2729378276,0.7214746159,2.146898112,1.7051794423,0.549900674,0.0864737322,1.2076029043,0.687829838,0.6345634752,0.0974681106,0.1934843202,0.2273698319,1.6224189225,0.4276093564,0.8734668718999999,1.0741802414,1.3306934014,0.6985634951999999,0.1381191607,0.2695050825,0.2375904831,1.5038076841999999,0.823880353,0.7432547102,0.5784337814,0.4961422643000001,0.2714939836,0.539059465,0.6974196162,0.9457675625999998,0.1682736081,0.9000008881,0.4069337451,0.11672752869999997
0.0,1.3100455938,1.9785762049,5.208846919000001,2.4627681456999997,2.0539414203,1.8457136124,4.1036787344,4.445007761,0.8180278833,4.7934077663,3.8803564318,3.413452339100001,1.1673021218,0.8744981654,3.611611627,3.787505863,4.5734460608,2.8549817152999997,6.2078537982,2.4687353108,1.7675929525999998,0.3505362504,1.6285679116,1.4619690562,4.522315416600001,2.6741321927000006,4.8419662133,1.7034382952,1.2805986509,3.5513855900999998,2.1179967181,1.1427799227,3.3207547244,0.2276701959,1.9090917393,0.9642640445,0.1545646172
0.0,1.4873055132,2.3462177246,3.8228153734,2.2286235013,1.4667940450999999,1.0165821262,4.2358816251,1.7586287836,1.2498632935,3.4689230895000005,2.3794859568999995,1.7733170478,0.7539117948,1.0904321637999999,2.0878007254,2.660891518,2.3115183222,1.8309882034,2.7075215067000005,3.2751695243000003,2.3046134563,0.4553757892,0.8111186109,0.7465507876999999,2.8598556787000002,2.0060875074,1.5836189433,1.9864127466,1.425107471,1.6065233961,1.2671186373,1.5400408968,2.1756888617,0.7991116532,2.3662811891000004,0.8082336035999999,0.1681893334
0.0,0.5193645196999999,0.2219799666,0.44013293090000005,1.1488216753,0.5353449624999999,0.1815955099,0.7715558563,1.670790837,0.0995454882,1.0724978813,0.8206456822,0.5668743056999999,0.1123310376,0.041727321,0.0439012665,0.4842493267000001,1.3055865353,1.3100899981,0.3545232251,0.9194076209,0.4301910777,0.1765724791,0.9685246796,0.15293351,0.4644191662,1.1437206172,0.7543533153,1.4792126321999999,0.416472171,0.2780802895,0.6294005302000001,1.5474900144,0.5503086604,0.0320347096,0.3368724372,0.7613365934,0.0420622493
0.0,5.0510870109,1.7664104846,5.3011711105,1.8833670671,8.570406999400001,4.2151016527,3.1296799806,7.3508868536,1.8588233961,5.2224180023,4.2348440612,3.1339968207,2.154081322,1.8476314802,4.7133354741,2.2278386059,5.1807102992,3.121400477,10.033569655900001,2.2036624983,3.6377973982,1.4574414644,1.5282145819,2.1970053159,3.8535488004,3.5012897496,7.3615884576,4.5455535327,3.6829163637,3.2396275448999994,3.9927428504,3.5204148684,7.270219564099999,0.9461289544000002,7.388934093799999,5.560592413099999,0.1586499462
0.0,2.5801788978,3.3854013963000003,4.2339171246,2.7419794280999996,2.5526515928999998,2.7717086104999997,4.5904780169,2.4863851840999995,2.2480054925,3.835968152,2.8335174128999996,2.3308000475000004,2.1327709901,1.9476741989,1.8260859775,4.1081401133,2.681550616,2.3408967191000003,4.6690979459,4.0090918629,5.4440481459,1.5217607359,1.4361248987,2.2274790805,3.8429277272,5.1590444952,3.0765849826,2.7586694947000003,2.603283009,2.5833569080999994,2.5764497164999995,2.1016453683,3.8086631577,2.3097129454,3.888528345,2.6910879135000005,0.2903588161
